Name,Buy,Gender,Age,Prefecture,City,Rank
青山 治,1541,男,40,千葉県,袖ケ浦市,A
青山 陽子,4133,女,20,佐賀県,荒川区,C
山口 智也,109,男,40,新潟県,新島村,C
津田 結衣,3053,男,40,石川県,小平市,C
津田 直人,243,男,20,広島県,清瀬市,B
近藤 太一,4657,男,40,京都府,横浜市保土ケ谷区,C
中津川 晃,4036,女,30,宮崎県,四街道市,C
若松 太一,4460,男,40,山形県,大島町,A
佐々木 裕美子,3833,女,20,岡山県,昭島市,B
山口 翼,4040,男,20,群馬県,長生郡長柄町,C
青山 花子,122,女,30,山形県,横浜市鶴見区,S
斉藤 桃子,4084,男,30,滋賀県,我孫子市,B
井上 明美,1096,女,30,神奈川県,昭島市,S
江古田 千代,302,男,30,大分県,多摩市,A
桐山 涼平,3836,女,40,長野県,青梅市,C
青田 香織,3217,女,20,長野県,中野区,C
桐山 明美,938,女,30,鳥取県,袖ケ浦市,C
井上 千代,2294,男,40,栃木県,練馬区,A
佐藤 浩,4330,女,20,愛知県,東大和市,C
原田 翔太,3861,男,20,広島県,川崎市高津区,B
坂本 治,1825,女,40,高知県,江東区,A
吉田 陽子,4987,男,20,北海道,我孫子市,S
吉田 涼平,870,男,30,岡山県,香取郡神崎町,B
青田 幹,3437,女,40,山口県,横浜市磯子区,B
近藤 美加子,332,女,20,岐阜県,山武郡九十九里町,A
松本 直樹,2817,女,30,大分県,渋谷区,C
笹田 裕樹,967,男,40,福岡県,安房郡鋸南町,S
中村 春香,4890,男,30,山形県,袖ケ浦市,S
山田 香織,4294,男,20,群馬県,三宅島三宅村,A
松本 裕太,2463,女,30,宮崎県,日野市,A
西之園 裕美子,941,女,20,鳥取県,四街道市,S
宇野 英樹,224,女,40,岩手県,西多摩郡日の出町,A
田辺 修平,4126,男,40,長野県,四街道市,S
加藤 聡太郎,2885,女,40,奈良県,葛飾区,C
佐藤 涼平,4058,女,30,鹿児島県,文京区,A
山岸 幹,1779,男,40,宮城県,江戸川区,A
坂本 裕太,777,男,20,奈良県,新宿区,S
高橋 桃子,267,男,40,和歌山県,多摩市,B
原田 翼,4329,女,40,香川県,国分寺市,S
松本 千代,2743,女,40,埼玉県,八千代市,A
田辺 七夏,1660,男,40,滋賀県,川崎市幸区,S
三宅 篤司,4006,男,20,和歌山県,文京区,B
青田 零,323,男,20,三重県,香取市,S
伊藤 直人,4575,男,40,徳島県,練馬区,C
中村 聡太郎,515,女,40,神奈川県,国分寺市,C
渡辺 涼平,2889,女,30,富山県,香取郡東庄町,S
松本 美加子,1797,男,30,群馬県,横浜市港南区,A
田中 春香,4248,男,40,広島県,品川区,S
青田 春香,4946,女,30,山梨県,昭島市,A
宇野 翼,3683,女,40,香川県,墨田区,S
伊藤 太一,3323,女,20,福井県,武蔵野市,S
坂本 里佳,4178,男,40,神奈川県,横浜市瀬谷区,B
山口 直子,1433,女,30,山口県,山武郡横芝光町,S
中津川 直人,4662,男,20,福岡県,あきる野市,B
三宅 幹,1771,男,40,鹿児島県,横浜市泉区,S
村山 舞,3265,女,30,和歌山県,南房総市,C
吉本 香織,817,女,20,栃木県,墨田区,A
佐々木 知実,1159,女,40,新潟県,足立区,A
渡辺 結衣,4405,男,20,熊本県,東村山市,C
喜嶋 桃子,4457,男,30,東京都,あきる野市,S
加納 春香,1345,男,40,新潟県,横浜市泉区,C
野村 浩,4784,男,30,兵庫県,昭島市,S
西之園 知実,4236,男,30,鹿児島県,東久留米市,S
工藤 花子,853,女,40,徳島県,横浜市戸塚区,B
井上 陽子,1674,男,30,岐阜県,横浜市鶴見区,A
井高 洋介,646,男,20,長野県,横浜市旭区,C
中村 七夏,3173,男,20,神奈川県,西多摩郡奥多摩町,S
杉山 加奈,3102,男,30,和歌山県,西多摩郡日の出町,B
田中 稔,4562,男,20,兵庫県,稲城市,B
井上 明美,1589,男,30,兵庫県,袖ケ浦市,A
中津川 香織,4132,男,40,岐阜県,品川区,B
大垣 聡太郎,2628,男,40,鹿児島県,いすみ市,A
野村 陽一,2994,男,40,熊本県,浦安市,S
吉本 あすか,1761,男,30,島根県,夷隅郡御宿町,S
青山 京助,3234,女,40,大阪府,鴨川市,C
木村 さゆり,4036,男,30,石川県,八王子市,S
小泉 修平,3258,男,20,佐賀県,青ヶ島村,B
石田 充,1056,男,20,富山県,横浜市都筑区,B
西之園 七夏,1647,女,20,愛知県,墨田区,B
渚 太一,663,女,20,千葉県,世田谷区,B
原田 拓真,2014,男,40,埼玉県,横浜市神奈川区,B
渚 晃,3368,男,20,青森県,横浜市港北区,S
廣川 聡太郎,4186,女,30,熊本県,君津市,B
青田 香織,2377,男,30,新潟県,調布市,C
三宅 零,4000,女,30,宮城県,西多摩郡日の出町,S
山田 千代,313,女,30,大分県,江東区,A
吉本 春香,126,男,20,東京都,稲城市,B
山口 太郎,4861,女,20,福井県,大島町,S
田中 陽一,3764,男,40,鳥取県,八王子市,A
田中 里佳,2508,男,20,岩手県,荒川区,C
若松 あすか,582,女,30,東京都,江戸川区,B
中村 さゆり,2074,男,30,福岡県,横浜市南区,B
山口 香織,2498,男,30,香川県,神津島村,B
江古田 さゆり,3090,男,30,埼玉県,福生市,C
江古田 知実,3882,男,40,和歌山県,昭島市,A
斉藤 陽子,4409,男,20,鳥取県,利島村,B
宇野 翼,1429,女,40,兵庫県,夷隅郡御宿町,C
山口 浩,4453,女,20,石川県,新島村,C
青田 直子,3343,男,20,香川県,川崎市幸区,S
坂本 桃子,3315,男,20,愛媛県,新宿区,C
石田 加奈,4599,女,20,愛知県,西多摩郡日の出町,A
井上 健一,4323,男,40,石川県,品川区,C
中津川 智也,1105,女,40,東京都,印西市,C
若松 陽一,3701,女,40,青森県,浦安市,C
中津川 幹,3405,男,40,高知県,印旛郡本埜村,B
斉藤 浩,1589,男,20,香川県,長生郡一宮町,B
小林 充,650,男,30,鹿児島県,足立区,B
宇野 直樹,4832,男,20,兵庫県,神津島村,S
伊藤 直子,932,男,40,和歌山県,あきる野市,C
佐藤 京助,4541,女,20,愛媛県,西多摩郡檜原村,B
田中 治,291,女,30,長崎県,安房郡鋸南町,C
小泉 直人,4533,女,40,岩手県,匝瑳市,S
廣川 香織,1738,男,40,奈良県,横浜市南区,B
桐山 幹,2768,女,40,富山県,三宅島三宅村,A
近藤 翔太,790,女,40,宮崎県,横浜市鶴見区,A
渚 直子,3468,男,40,宮崎県,江戸川区,C
吉田 涼平,2334,女,20,熊本県,利島村,S
吉田 亮介,771,女,20,大阪府,品川区,A
田辺 舞,2861,女,20,北海道,稲城市,B
山口 亮介,184,女,40,富山県,神津島村,B
渡辺 直人,3928,女,40,福岡県,武蔵野市,S
大垣 裕美子,1463,男,20,山口県,横浜市栄区,A
田辺 亮介,1904,女,40,大阪府,横浜市旭区,A
藤本 稔,2617,男,20,愛知県,夷隅郡大多喜町,A
浜田 拓真,2674,女,30,長崎県,武蔵村山市,A
石田 さゆり,798,女,40,富山県,大島町,S
松本 翔太,2920,女,40,栃木県,荒川区,B
三宅 陽子,4051,男,30,福島県,川崎市幸区,S
津田 健一,3203,女,30,佐賀県,印旛郡本埜村,B
松本 直子,3473,男,30,沖縄県,長生郡一宮町,C
青山 翔太,2575,男,30,熊本県,鴨川市,S
野村 美加子,1958,男,40,山梨県,八王子市,C
藤本 知実,1456,男,40,北海道,南房総市,C
野村 舞,3691,女,20,愛知県,狛江市,C
伊藤 聡太郎,3243,男,30,山口県,江戸川区,C
小泉 美加子,269,男,30,沖縄県,国立市,C
中村 さゆり,4528,女,30,沖縄県,夷隅郡大多喜町,S
大垣 裕美子,962,男,40,福島県,長生郡一宮町,B
吉田 涼平,3904,女,40,香川県,多摩市,A
杉山 康弘,1924,男,20,愛知県,新島村,C
杉山 京助,2654,男,30,福島県,三宅島三宅村,B
吉田 零,3827,男,30,岐阜県,香取郡多古町,A
高橋 裕太,3730,女,40,千葉県,いすみ市,B
西之園 桃子,1786,女,20,鳥取県,日野市,A
西之園 裕太,2034,女,30,奈良県,青梅市,A
青山 治,1729,男,40,長崎県,夷隅郡大多喜町,C
中村 洋介,1597,女,40,宮城県,いすみ市,C
原田 千代,4094,女,20,愛媛県,横浜市南区,S
西之園 あすか,3691,男,40,長野県,富里市,A
山岸 里佳,1551,男,30,東京都,江戸川区,C
松本 明美,2030,男,40,長野県,武蔵村山市,B
小泉 里佳,1120,女,20,奈良県,中央区,A
青田 くみ子,3429,男,20,山形県,山武市,C
西之園 さゆり,523,男,20,静岡県,福生市,A
廣川 陽一,2647,男,40,愛知県,羽村市,B
三宅 太一,1297,男,40,熊本県,四街道市,S
原田 七夏,737,男,20,群馬県,川崎市宮前区,B
山口 治,1882,女,20,栃木県,清瀬市,C
宮沢 結衣,768,男,20,山梨県,西多摩郡日の出町,C
近藤 美加子,3708,女,40,兵庫県,品川区,B
井上 浩,357,男,30,和歌山県,大網白里市,B
宮沢 零,584,男,20,鹿児島県,横浜市栄区,A
吉本 桃子,567,男,30,福島県,千代田区,B
吉本 和也,2383,男,30,愛媛県,立川市,C
喜嶋 淳,844,男,40,岐阜県,杉並区,A
山田 治,1766,女,20,広島県,墨田区,C
高橋 美加子,240,女,40,青森県,川崎市川崎区,B
松本 陽子,506,男,30,静岡県,足立区,A
喜嶋 香織,2323,女,20,和歌山県,横浜市南区,A
近藤 涼平,2959,男,40,宮城県,千代田区,A
山田 淳,2566,男,20,秋田県,夷隅郡御宿町,B
大垣 充,2194,女,30,茨城県,横浜市都筑区,C
渡辺 亮介,2057,男,30,長野県,文京区,S
三宅 さゆり,4078,男,20,島根県,葛飾区,C
浜田 裕美子,112,男,40,大分県,横浜市磯子区,B
西之園 舞,4525,女,40,千葉県,中野区,A
野村 さゆり,2836,女,20,岡山県,江東区,C
田中 洋介,1743,男,20,鳥取県,西多摩郡檜原村,C
笹田 くみ子,3747,女,40,栃木県,夷隅郡大多喜町,S
小林 康弘,4515,男,20,山口県,横浜市西区,B
山口 あすか,1080,男,30,鹿児島県,目黒区,A
小林 七夏,4570,女,40,香川県,横浜市栄区,A
杉山 零,1327,男,40,福島県,国分寺市,C
宮沢 翔太,4669,女,30,滋賀県,新宿区,S
野村 翔太,3053,男,30,新潟県,八千代市,A
喜嶋 亮介,4046,女,20,熊本県,青ヶ島村,S
若松 英樹,2795,男,30,東京都,君津市,C
近藤 結衣,4334,女,40,宮崎県,香取郡東庄町,S
田中 幹,1806,男,20,埼玉県,印旛郡印旛村,S
村山 涼平,2524,女,30,長野県,川崎市幸区,B
桐山 康弘,4791,女,40,宮城県,横浜市神奈川区,C
中島 里佳,2987,男,40,愛媛県,目黒区,C
津田 裕美子,3065,女,30,山形県,武蔵野市,S
小泉 美加子,4883,男,30,秋田県,練馬区,C
藤本 春香,3265,男,30,兵庫県,千代田区,C
田中 太一,3161,男,30,茨城県,渋谷区,B
加納 桃子,1220,女,40,島根県,横浜市旭区,C
浜田 智也,2265,男,20,香川県,印旛郡本埜村,A
佐藤 京助,774,男,30,宮崎県,大網白里市,A
鈴木 あすか,3140,女,40,宮城県,小平市,S
山本 くみ子,4912,男,20,山口県,板橋区,C
佐々木 くみ子,2211,男,30,福井県,清瀬市,B
坂本 和也,2980,男,30,愛知県,横浜市港南区,C
大垣 知実,4809,女,40,和歌山県,八千代市,B
松本 さゆり,772,女,40,岩手県,神津島村,B
桐山 洋介,3525,男,40,岡山県,武蔵野市,C
山岸 加奈,646,女,40,宮崎県,文京区,A
加納 翔太,1894,女,20,秋田県,横浜市栄区,B
若松 結衣,3899,男,40,富山県,北区,C
吉本 智也,2647,男,40,静岡県,新島村,A
中島 洋介,4590,男,40,富山県,長生郡長柄町,B
山岸 陽一,1160,女,40,静岡県,足立区,A
小林 直子,4403,男,20,北海道,青梅市,B
津田 春香,3570,男,20,兵庫県,横浜市西区,B
浜田 幹,4578,男,40,徳島県,千代田区,B
大垣 幹,398,男,40,大分県,四街道市,B
村山 香織,4712,男,20,徳島県,富津市,A
鈴木 智也,2815,女,30,新潟県,長生郡長柄町,A
宇野 加奈,3193,女,30,栃木県,狛江市,S
加納 さゆり,338,女,20,奈良県,神津島村,C
廣川 稔,4026,女,40,神奈川県,鴨川市,A
伊藤 明美,1297,男,20,山口県,小平市,C
原田 明美,1945,男,40,徳島県,横浜市中区,C
吉田 幹,4856,女,40,福岡県,三宅島三宅村,S
加藤 治,843,男,20,広島県,千代田区,S
宮沢 美加子,2041,男,30,徳島県,東久留米市,S
渚 直子,2227,女,30,長崎県,福生市,A
田辺 七夏,1725,女,30,徳島県,長生郡長生村,B
坂本 英樹,3123,男,40,茨城県,東久留米市,C
松本 修平,4801,男,30,茨城県,中央区,A
山田 結衣,2146,男,20,和歌山県,西東京市,B
渡辺 健一,4832,男,20,岡山県,東久留米市,C
中津川 篤司,4226,女,20,茨城県,西多摩郡日の出町,S
藤本 裕樹,2809,女,30,高知県,千代田区,B
三宅 香織,937,男,40,群馬県,君津市,A
田辺 千代,4976,女,40,鳥取県,君津市,B
石田 くみ子,4899,女,20,群馬県,新宿区,C
田辺 智也,1919,女,30,奈良県,あきる野市,C
宮沢 康弘,1145,女,20,山形県,横浜市中区,C
若松 陽子,4513,男,40,兵庫県,港区,C
喜嶋 舞,3468,男,30,大阪府,袖ケ浦市,A
田辺 七夏,2996,女,30,岡山県,横浜市鶴見区,S
田辺 さゆり,3241,女,40,石川県,東大和市,C
井高 七夏,1191,男,40,佐賀県,東久留米市,A
田辺 花子,158,女,40,兵庫県,荒川区,A
青山 七夏,1578,男,20,新潟県,杉並区,C
渚 里佳,244,男,40,神奈川県,西多摩郡檜原村,A
石田 舞,380,女,30,福岡県,西多摩郡日の出町,A
坂本 淳,2239,女,40,山口県,府中市,A
宇野 裕太,4224,女,30,愛媛県,練馬区,S
山岸 健一,4390,男,20,青森県,中野区,A
近藤 翼,3773,男,20,茨城県,横浜市栄区,A
浜田 直樹,1950,男,20,山梨県,印旛郡酒々井町,B
喜嶋 淳,3036,男,30,茨城県,浦安市,S
宇野 裕樹,511,女,40,石川県,川崎市多摩区,C
原田 直人,1383,男,30,岡山県,夷隅郡御宿町,B
笹田 和也,3782,女,30,千葉県,南房総市,S
伊藤 桃子,1598,女,30,兵庫県,横浜市南区,A
笹田 和也,4565,男,40,岡山県,印西市,A
三宅 裕太,3369,女,40,東京都,鎌ケ谷市,A
中村 舞,513,男,30,埼玉県,大田区,S
佐藤 くみ子,1545,女,20,大阪府,印旛郡印旛村,A
藤本 淳,160,女,40,島根県,南房総市,B
近藤 春香,2373,男,20,佐賀県,長生郡一宮町,A
田辺 七夏,2924,女,40,熊本県,香取市,S
大垣 健一,3766,女,40,福岡県,江東区,S
山口 陽子,189,男,40,徳島県,袖ケ浦市,S
田辺 学,520,男,30,北海道,川崎市中原区,B
中村 洋介,4388,男,40,徳島県,川崎市中原区,C
加納 知実,1693,女,40,静岡県,山武郡横芝光町,S
村山 京助,4756,男,20,京都府,小平市,A
斉藤 あすか,3377,女,40,富山県,世田谷区,A
木村 春香,2529,女,30,茨城県,西多摩郡奥多摩町,C
三宅 千代,752,男,40,兵庫県,横浜市磯子区,C
近藤 加奈,2128,女,20,広島県,町田市,S
桐山 結衣,106,男,40,愛媛県,杉並区,A
石田 春香,4713,男,20,沖縄県,豊島区,A
山口 陽子,4163,男,20,佐賀県,横浜市鶴見区,S
山口 陽一,4618,女,30,静岡県,渋谷区,B
宇野 和也,1110,女,40,千葉県,印旛郡酒々井町,B
井上 亮介,1862,男,30,青森県,山武郡横芝光町,A
宇野 京助,4771,女,40,福井県,横浜市栄区,B
藤本 知実,1588,男,30,岡山県,富津市,C
田辺 学,3229,男,20,三重県,荒川区,S
大垣 涼平,4803,女,30,岐阜県,利島村,S
井上 翼,2485,女,20,熊本県,福生市,A
佐藤 翼,952,女,40,大阪府,横浜市泉区,B
高橋 京助,3089,男,20,福島県,横浜市中区,B
吉本 知実,3041,男,30,宮崎県,国立市,A
井上 涼平,2303,男,30,滋賀県,君津市,B
藤本 直人,4832,女,20,群馬県,安房郡鋸南町,B
松本 千代,4530,男,30,広島県,大田区,C
西之園 和也,4315,女,20,長崎県,山武郡九十九里町,B
村山 直子,3955,男,20,静岡県,安房郡鋸南町,A
佐々木 七夏,2376,女,20,京都府,長生郡一宮町,C
藤本 七夏,2956,女,30,長野県,夷隅郡大多喜町,S
宇野 幹,2166,男,40,東京都,君津市,C
伊藤 充,1119,女,40,大阪府,横浜市旭区,B
斉藤 直子,3779,男,20,福岡県,横浜市栄区,A
木村 拓真,853,男,40,大阪府,三宅島三宅村,B
山口 京助,1883,男,20,和歌山県,福生市,S
鈴木 治,4891,女,30,沖縄県,南房総市,A
鈴木 裕樹,2127,女,20,広島県,四街道市,B
中村 聡太郎,3072,男,30,北海道,匝瑳市,S
加納 千代,493,男,20,滋賀県,西多摩郡日の出町,S
藤本 陽子,173,女,40,山口県,山武郡横芝光町,A
青田 淳,1301,女,40,新潟県,西多摩郡檜原村,A
坂本 健一,407,女,30,山形県,鎌ケ谷市,S
加藤 京助,3804,女,30,鹿児島県,多摩市,S
松本 真綾,3847,男,30,鹿児島県,浦安市,C
杉山 修平,2964,女,30,大阪府,浦安市,A
吉田 幹,4531,女,30,富山県,匝瑳市,A
中村 結衣,413,男,30,大分県,町田市,A
杉山 直樹,3633,男,30,岡山県,長生郡長南町,A
石田 里佳,118,女,20,香川県,武蔵野市,C
杉山 あすか,567,男,20,京都府,西多摩郡瑞穂町,S
山岸 亮介,2263,女,40,宮崎県,四街道市,C
坂本 舞,3988,男,30,埼玉県,横浜市港南区,C
江古田 陽一,3937,女,40,和歌山県,新宿区,S
近藤 里佳,4059,女,30,福島県,青梅市,A
田辺 あすか,4229,男,20,滋賀県,杉並区,S
村山 直樹,488,男,20,宮城県,印旛郡栄町,A
小林 稔,1504,女,30,神奈川県,香取郡神崎町,A
桐山 七夏,1421,男,30,京都府,八丈島八丈町,C
木村 太郎,4961,男,30,茨城県,我孫子市,B
中島 知実,502,女,20,岡山県,南房総市,S
江古田 幹,3675,男,40,新潟県,横浜市瀬谷区,S
渚 美加子,1688,男,20,神奈川県,清瀬市,A
小林 健一,1579,女,20,福井県,千代田区,B
小泉 直子,2943,男,40,大分県,横浜市保土ケ谷区,A
加藤 洋介,2076,男,20,岩手県,青ヶ島村,S
井上 拓真,1888,女,30,福岡県,青ヶ島村,S
渡辺 裕太,3134,女,30,千葉県,川崎市幸区,S
宮沢 洋介,4637,男,30,鹿児島県,世田谷区,C
佐々木 直人,2199,男,40,愛知県,渋谷区,B
杉山 直子,4563,男,20,香川県,清瀬市,A
廣川 零,4641,女,40,大分県,香取郡神崎町,A
斉藤 裕太,2829,女,40,広島県,横浜市都筑区,S
加藤 あすか,1934,男,20,長野県,大島町,B
加藤 直子,1891,男,20,岡山県,横浜市港南区,A
石田 淳,1780,男,20,佐賀県,墨田区,B
斉藤 聡太郎,2626,男,20,東京都,白井市,B
斉藤 裕樹,1801,男,30,広島県,東久留米市,B
高橋 充,4209,女,40,福島県,青梅市,B
桐山 加奈,3690,男,30,島根県,板橋区,A
加藤 浩,1127,男,40,新潟県,長生郡一宮町,S
中村 洋介,2362,男,40,島根県,小平市,B
宮沢 桃子,2062,女,40,岡山県,長生郡長生村,B
山口 涼平,4630,男,30,愛媛県,調布市,B
加納 英樹,830,男,40,新潟県,千代田区,S
原田 浩,920,女,40,神奈川県,横浜市中区,B
石田 裕太,3687,女,40,広島県,安房郡鋸南町,C
木村 翔太,453,男,40,沖縄県,武蔵村山市,A
江古田 学,2507,男,40,北海道,文京区,C
吉田 智也,926,女,30,広島県,渋谷区,B
津田 舞,2444,男,40,新潟県,渋谷区,S
原田 裕美子,2347,女,30,宮城県,羽村市,C
斉藤 香織,4579,女,40,栃木県,立川市,C
中島 加奈,4143,女,40,埼玉県,東大和市,C
藤本 洋介,4964,男,30,山梨県,川崎市多摩区,S
井高 充,2931,男,30,愛媛県,印旛郡本埜村,C
工藤 くみ子,3095,女,30,沖縄県,港区,B
山田 真綾,3701,女,40,静岡県,豊島区,A
吉田 花子,1970,女,20,栃木県,港区,C
渚 知実,3454,男,20,北海道,横浜市港北区,S
喜嶋 聡太郎,1367,女,20,香川県,横浜市瀬谷区,B
中村 亮介,902,男,40,沖縄県,長生郡白子町,S
三宅 真綾,4798,女,20,山口県,府中市,A
中島 晃,315,女,20,新潟県,台東区,B
桐山 結衣,404,女,20,大阪府,世田谷区,A
田中 充,3868,女,20,熊本県,横浜市西区,C
渚 零,1657,男,30,熊本県,町田市,A
宇野 さゆり,4508,女,20,山梨県,千代田区,A
三宅 桃子,2338,男,40,佐賀県,武蔵村山市,S
中村 桃子,4312,女,40,鹿児島県,江東区,C
石田 知実,2614,女,30,富山県,横浜市鶴見区,C
杉山 陽子,2471,男,30,香川県,我孫子市,C
吉本 知実,4741,女,40,福岡県,四街道市,B
木村 直人,2233,男,30,福井県,武蔵野市,B
木村 さゆり,959,女,40,福井県,小金井市,B
浜田 くみ子,4794,女,40,宮崎県,武蔵野市,S
山本 裕太,732,女,20,佐賀県,大島町,B
加藤 裕美子,4706,女,20,島根県,袖ケ浦市,S
渡辺 春香,4898,男,30,高知県,利島村,B
村山 治,2075,女,40,高知県,西多摩郡日の出町,B
西之園 明美,1221,男,30,佐賀県,山武郡芝山町,A
田中 裕太,1899,女,30,長崎県,横浜市都筑区,C
渚 知実,3464,女,30,山口県,羽村市,B
小林 千代,1120,男,20,熊本県,町田市,S
井高 真綾,3498,男,30,大分県,西多摩郡檜原村,S
中村 陽子,4551,女,40,長野県,長生郡長生村,A
山岸 篤司,1584,男,40,鹿児島県,小笠原村,B
宇野 晃,102,女,20,滋賀県,大網白里市,A
高橋 晃,3824,男,30,島根県,横浜市港北区,B
宮沢 陽子,3871,女,20,愛媛県,港区,B
山口 和也,3973,男,20,青森県,鎌ケ谷市,S
藤本 篤司,243,女,20,群馬県,四街道市,S
田辺 陽一,2642,女,20,山口県,渋谷区,B
津田 七夏,4055,女,40,香川県,山武市,A
高橋 亮介,3983,男,30,兵庫県,あきる野市,S
青田 春香,3325,女,40,群馬県,香取市,S
青田 修平,3129,男,20,愛媛県,長生郡長南町,S
石田 桃子,4902,男,30,滋賀県,横浜市緑区,C
高橋 陽子,1534,女,30,和歌山県,町田市,B
工藤 結衣,178,女,20,宮崎県,横浜市鶴見区,C
井上 くみ子,4422,男,40,鹿児島県,杉並区,B
田辺 千代,2857,女,20,高知県,長生郡長生村,C
中津川 里佳,2666,女,30,京都府,長生郡長南町,A
喜嶋 智也,3503,女,40,福岡県,横浜市金沢区,A
吉本 洋介,987,女,30,福岡県,品川区,A
佐々木 太郎,4302,女,20,鹿児島県,青梅市,C
宇野 香織,1859,女,40,京都府,北区,C
浜田 七夏,912,女,30,福岡県,御蔵島村,C
喜嶋 陽子,297,女,30,愛媛県,印西市,S
石田 七夏,2025,女,20,茨城県,安房郡鋸南町,B
中村 七夏,3794,女,40,千葉県,中央区,A
小林 加奈,4958,男,20,高知県,横浜市港南区,S
加藤 結衣,2649,男,40,愛知県,八千代市,A
吉田 花子,4530,男,20,香川県,川崎市多摩区,S
田辺 智也,1302,男,30,福島県,横浜市磯子区,S
西之園 美加子,1066,女,30,高知県,八丈島八丈町,S
廣川 直人,2525,男,20,新潟県,八丈島八丈町,B
田辺 知実,1277,女,30,愛知県,国分寺市,A
斉藤 稔,113,男,30,秋田県,川崎市川崎区,C
石田 真綾,2062,女,40,香川県,町田市,A
西之園 桃子,4132,男,30,大分県,横浜市栄区,B
浜田 充,2927,女,40,滋賀県,白井市,A
吉田 拓真,4089,男,40,埼玉県,四街道市,A
井高 千代,1667,女,30,長野県,鎌ケ谷市,A
佐藤 里佳,1002,男,40,岐阜県,山武郡芝山町,B
石田 智也,1135,男,40,三重県,江戸川区,S
喜嶋 太一,2133,女,20,東京都,香取郡神崎町,S
村山 くみ子,3623,男,40,高知県,横浜市鶴見区,B
浜田 涼平,4245,男,30,奈良県,香取郡神崎町,S
山本 美加子,1984,女,20,三重県,中央区,C
山岸 京助,3309,女,20,茨城県,横浜市港南区,C
宇野 美加子,4514,女,20,岡山県,文京区,C
中村 太郎,2906,男,30,奈良県,我孫子市,S
田辺 明美,2987,女,30,鳥取県,大島町,A
鈴木 桃子,199,男,30,高知県,川崎市中原区,S
津田 知実,3523,男,20,兵庫県,青ヶ島村,A
津田 涼平,4753,女,20,島根県,印旛郡栄町,A
津田 裕美子,1530,男,40,富山県,長生郡白子町,C
吉田 太郎,1320,男,40,大分県,国分寺市,S
村山 香織,3417,男,20,栃木県,川崎市幸区,S
小泉 浩,2233,女,20,山口県,立川市,B
宮沢 充,121,女,40,広島県,安房郡鋸南町,A
廣川 香織,4243,男,40,石川県,東大和市,A
山口 陽一,486,男,40,千葉県,印旛郡本埜村,A
山本 直子,2590,女,30,大分県,長生郡長生村,A
井上 直子,1204,女,40,長野県,横浜市瀬谷区,A
吉田 聡太郎,2887,女,30,神奈川県,大網白里市,A
田辺 くみ子,4186,男,20,沖縄県,北区,B
原田 零,3231,男,40,長野県,横浜市中区,C
佐々木 加奈,4134,女,30,茨城県,府中市,A
吉田 聡太郎,2137,男,20,徳島県,三鷹市,S
坂本 香織,2824,男,30,鹿児島県,横浜市港南区,C
石田 晃,3617,男,20,宮城県,西多摩郡瑞穂町,A
西之園 明美,1008,女,40,愛媛県,川崎市宮前区,C
中村 加奈,1171,男,30,滋賀県,横浜市西区,S
宮沢 京助,2995,男,30,千葉県,横浜市栄区,B
杉山 淳,1948,女,30,山梨県,鴨川市,C
加納 七夏,1988,女,30,滋賀県,八王子市,B
小泉 桃子,4323,女,40,埼玉県,横浜市泉区,B
山本 七夏,2809,女,30,福岡県,いすみ市,C
山口 裕樹,4678,男,30,秋田県,袖ケ浦市,B
小林 結衣,3396,女,30,兵庫県,山武市,B
佐藤 洋介,1574,男,20,宮城県,町田市,C
浜田 桃子,152,女,20,奈良県,香取市,A
山田 翼,702,女,40,群馬県,西多摩郡日の出町,S
吉本 翔太,3549,男,40,北海道,川崎市多摩区,S
青田 結衣,3681,女,40,青森県,横浜市神奈川区,S
江古田 修平,1942,女,30,高知県,西多摩郡奥多摩町,S
宇野 裕樹,3072,男,30,長崎県,武蔵野市,A
江古田 桃子,2935,男,30,福島県,文京区,B
井上 直子,911,男,30,福井県,富津市,C
大垣 翼,4943,男,20,徳島県,多摩市,C
渚 和也,3251,女,20,宮城県,八丈島八丈町,A
西之園 陽一,4418,男,20,埼玉県,豊島区,C
小泉 千代,4954,男,40,三重県,横浜市青葉区,C
桐山 浩,3248,男,20,大分県,国立市,C
桐山 七夏,2142,女,30,徳島県,山武市,S
山本 亮介,2044,女,20,長野県,印西市,B
大垣 直人,414,女,40,兵庫県,西多摩郡檜原村,B
青山 花子,3986,女,30,山形県,昭島市,S
加納 加奈,1535,男,40,沖縄県,山武郡芝山町,S
青山 翔太,2721,男,40,兵庫県,長生郡長生村,B
佐藤 舞,4964,男,30,福島県,国分寺市,B
松本 美加子,2112,男,40,沖縄県,長生郡長柄町,S
渚 浩,3391,男,20,新潟県,君津市,S
浜田 聡太郎,1014,女,20,青森県,横浜市旭区,A
渚 翔太,1612,男,20,和歌山県,港区,A
石田 直人,3320,女,30,石川県,西多摩郡檜原村,A
吉田 翼,4948,女,40,宮城県,香取郡神崎町,A
山田 七夏,1423,男,20,新潟県,練馬区,S
田中 里佳,4783,男,20,長野県,横浜市鶴見区,C
小泉 真綾,1149,女,30,徳島県,江戸川区,S
山田 修平,4839,女,30,石川県,西多摩郡日の出町,A
大垣 稔,2233,男,40,福島県,匝瑳市,A
浜田 学,3849,女,40,大分県,東久留米市,A
佐藤 花子,982,男,20,新潟県,利島村,A
渚 翼,4481,女,30,三重県,長生郡長柄町,B
